race,gender,body_size,age_range,with_kids,kids_category,basket_size,basket_colour,attire,shirt_colour,shirt_type,pants_colour,pants_type,wash_item,washer_no,dryer_no,spectacles,timespent_minutes,buydrinks,totalspent_rm,latitude,longitude,num_of_baskets,location,amenity,road,quarter,town,city,state,iso3166-2-lvl4,postcode,neighbourhood,hamlet,residential,suburb,leisure,tourism,office,aeroway,building,industrial,highway,house_number,man_made,district,historic,landuse,shop,city_district,commercial,railway,craft,locality,retail,village,place,club,military,Super Dryclean Sdn Bhd,Jag Nasmech Sdn Bhd,Zack Laundry,Dobi Auto Sdn Bhd,Dobi Pro Enterprise,Laundry Bar (Pantai Hillpark) - 24 Hours,year,month,day,hour,minute,second
0,0,1,27.0,2,1,0,8,2,5,0,8,0,0,6,7,0,41.0,2.0,20.0,3.10634799,101.650315,2.0,2520,326,64,69,6,4,1,0,46000.0,208,26,130,40,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2015,12,18,14,11,35
2,1,2,36.0,2,1,0,6,0,8,1,2,1,0,3,10,0,33.0,5.0,18.0,3.063717627,101.5756087,3.0,1446,326,1008,60,6,8,1,0,47610.0,208,26,130,47,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,4,5,9,37
0,1,1,47.0,0,4,1,6,1,10,0,1,0,1,6,8,0,48.0,3.0,14.0,3.140927636,101.5824651,3.0,3352,326,812,125,6,4,1,0,47810.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,12,3,54,31
2,1,1,23.0,0,2,0,2,1,11,1,2,1,1,3,9,0,20.0,1.0,16.0,3.071165539,101.6476334,3.0,1603,326,1198,25,6,0,1,0,46050.0,208,26,130,45,40,43,65,7,165,20,3,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2015,12,30,7,53,39
0,0,1,28.0,0,2,1,10,0,0,0,1,0,0,3,7,0,43.0,2.0,15.0,3.058239232,101.6584457,1.0,1382,326,1674,125,6,8,1,0,47100.0,208,26,130,7,40,43,65,7,165,0,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2016,2,6,3,9,23
0,1,1,18.0,0,4,1,6,2,4,1,6,1,1,3,9,0,17.0,0.0,21.0,3.164965043,101.6457551,1.0,3685,326,1375,125,6,0,2,1,50480.0,62,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,10,22,2,42
2,1,1,45.0,0,2,1,5,1,0,1,1,0,1,6,9,2,36.0,5.0,13.0,3.133535938,101.5794868,3.0,3185,326,1183,125,6,4,1,0,47410.0,208,26,115,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,19,17,18,3
1,0,0,26.0,0,0,1,11,1,6,1,0,1,1,3,9,0,57.0,0.0,19.0,3.15629761,101.5618686,3.0,3586,326,1150,125,6,4,1,0,47810.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,5,4,41,40
2,0,2,40.0,0,2,1,1,0,0,0,7,1,0,6,7,0,16.0,2.0,8.0,3.127273975,101.6015594,3.0,3018,326,1674,125,6,4,1,0,47410.0,208,26,36,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,31,9,34,8
1,1,2,52.0,2,2,1,2,2,7,1,7,1,1,4,10,0,21.0,5.0,17.0,3.149889571,101.5587754,1.0,3489,326,25,104,6,4,1,0,47820.0,81,26,130,58,40,43,65,7,165,20,11,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,29,10,38,4
3,0,2,50.0,2,2,0,7,2,3,0,6,0,0,5,8,2,37.0,2.0,19.0,3.101024871,101.6054666,3.0,2396,326,1041,125,6,4,1,0,47300.0,208,26,80,31,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,7,18,22,18
2,0,2,34.0,2,2,1,11,0,7,1,7,1,1,3,7,2,44.0,5.0,9.0,3.069521851,101.5990422,3.0,1556,326,781,23,6,8,1,0,47500.0,208,26,130,10,40,43,65,7,132,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,2,17,16,16
0,1,0,48.0,0,2,0,6,0,4,0,9,1,1,5,10,0,40.0,4.0,13.0,3.17140045,101.6045952,1.0,3768,326,1674,19,6,4,1,0,50600.0,208,26,130,38,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,20,0,18,36
2,1,0,52.0,2,4,0,0,1,8,0,9,1,0,4,9,0,34.0,3.0,13.0,3.082881847,101.6111562,3.0,1900,326,1498,125,6,4,1,0,46150.0,208,26,130,61,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,5,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,7,12,20,1
0,1,2,26.0,2,2,1,4,2,0,1,3,1,1,4,10,2,16.0,4.0,21.0,3.057223506,101.5866361,3.0,1368,326,1274,119,6,8,1,0,47610.0,208,26,130,72,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,28,13,3,56
1,0,1,43.0,0,1,0,7,2,11,0,12,1,1,6,9,0,51.0,5.0,8.0,3.154355122,101.6224425,1.0,3556,326,1511,125,6,0,2,1,60000.0,208,26,130,69,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,21,4,17,24
1,0,0,35.0,2,2,1,10,0,10,0,2,1,1,3,7,0,60.0,4.0,7.0,3.052270456,101.6150228,3.0,1300,326,1674,125,4,8,1,0,47170.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,17,18,1,40
1,0,2,18.0,0,0,1,8,0,10,0,2,1,1,4,10,2,17.0,2.0,12.0,3.078254205,101.6568265,1.0,1783,326,1198,125,6,0,2,1,46990.0,94,26,130,75,40,43,65,7,27,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2016,1,29,14,15,55
3,0,1,60.0,0,2,0,2,1,8,1,6,1,1,4,7,2,36.0,4.0,13.0,3.154361875,101.5695015,2.0,3557,326,1674,125,6,4,1,0,47810.0,208,26,130,32,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,25,16,20,48
2,1,0,38.0,0,2,0,8,0,11,1,1,0,1,3,8,2,19.0,1.0,16.0,3.100858259,101.6067927,1.0,2389,326,1044,125,6,4,1,0,47300.0,208,26,80,31,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,9,18,43,30
0,1,0,39.0,2,1,0,8,1,0,0,0,0,0,5,8,0,34.0,2.0,17.0,3.073555034,101.6288663,2.0,1657,326,788,26,6,4,1,0,46150.0,208,26,130,45,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,26,15,53,16
1,1,2,27.0,2,0,0,6,1,1,0,6,0,1,4,9,0,53.0,0.0,11.0,3.162114695,101.5567872,2.0,3652,172,1150,125,6,4,1,0,47810.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,30,23,46,31
3,1,2,32.0,0,2,0,6,0,10,1,1,1,0,4,9,2,45.0,4.0,16.0,3.066950311,101.5855231,1.0,1489,326,1004,59,6,8,1,0,47500.0,208,26,130,47,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,29,23,32,54
1,1,0,26.0,2,0,1,8,2,1,1,3,1,0,4,9,0,58.0,5.0,7.0,3.181295447,101.5979924,1.0,3877,326,1543,125,6,4,1,0,47930.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,4,2,35,48
1,0,0,29.0,0,2,0,4,1,3,1,12,1,1,5,10,0,41.0,5.0,20.0,3.07192634,101.5687825,1.0,1625,326,433,125,6,8,1,0,47620.0,208,26,130,14,40,43,65,7,21,13,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,28,11,29,19
0,1,0,27.0,0,2,1,1,0,5,0,0,0,1,3,10,2,11.0,5.0,13.0,3.170174668,101.6397799,1.0,3752,326,618,125,6,0,2,1,52200.0,208,26,88,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,20,18,29,30
3,1,0,45.0,2,0,0,5,0,4,1,6,1,1,4,7,0,22.0,4.0,15.0,3.13227106,101.6119143,2.0,3147,272,597,125,6,4,1,0,47400.0,208,26,38,25,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,17,2,46,3
1,1,0,51.0,0,1,0,3,2,3,0,0,0,1,4,7,2,59.0,3.0,8.0,3.153483916,101.5890958,1.0,3543,326,1674,66,6,4,1,0,47810.0,208,26,120,32,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,11,14,40,4
0,1,0,26.0,2,1,1,6,1,3,0,0,0,0,4,10,2,29.0,4.0,17.0,3.135033185,101.6322201,3.0,3227,326,408,125,6,0,2,1,60000.0,208,26,130,75,40,43,65,7,165,20,37,97,5,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,29,19,30,50
2,0,2,27.0,0,1,0,11,2,4,1,0,0,0,5,7,0,12.0,5.0,11.0,3.126404968,101.5737062,1.0,3000,326,1674,125,6,4,1,0,47410.0,6,26,130,2,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,8,4,11,52
3,1,0,53.0,2,1,1,7,1,6,0,4,0,0,4,9,2,17.0,4.0,17.0,3.181536607,101.6398779,2.0,3881,326,442,125,6,0,2,1,52200.0,208,26,113,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,13,12,17,4
1,0,2,21.0,2,2,0,2,1,3,1,0,1,0,5,9,0,23.0,4.0,17.0,3.114979445,101.6201823,2.0,2729,326,1014,61,6,4,1,0,57300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,2,21,10,54
2,0,2,60.0,2,0,0,2,0,2,0,9,0,0,5,7,0,17.0,0.0,16.0,3.151188946,101.6035602,3.0,3511,326,23,125,6,4,1,0,47800.0,208,26,130,12,40,43,65,7,143,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,23,15,7,32
3,0,0,26.0,0,1,0,5,1,3,0,1,0,1,5,8,0,27.0,1.0,14.0,3.148372297,101.6359365,2.0,3463,326,0,125,6,0,2,1,60000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,14,21,54,19
1,1,1,47.0,2,0,1,1,2,2,1,6,1,1,4,9,2,38.0,2.0,7.0,3.110730299,101.5756669,2.0,2628,304,1569,125,6,7,1,0,40150.0,208,26,130,26,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,10,3,50,44
3,0,0,56.0,0,2,0,8,1,5,1,1,0,0,3,10,2,41.0,0.0,10.0,3.129377309,101.6134173,3.0,3075,326,1021,64,6,4,1,0,47400.0,208,26,130,24,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,1,16,48,47
3,1,0,36.0,2,4,1,5,0,7,1,1,1,1,6,10,2,28.0,3.0,21.0,3.116305372,101.5623611,2.0,2755,326,641,125,6,7,1,0,40150.0,208,26,130,75,40,43,65,2,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,23,22,58,49
3,1,0,30.0,0,2,0,10,0,10,1,8,1,0,6,7,2,43.0,2.0,20.0,3.153538937,101.6118126,1.0,3544,224,26,125,6,4,1,0,47800.0,208,26,130,12,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,16,5,24,30
1,0,0,53.0,2,1,0,8,2,4,1,2,1,1,6,9,0,49.0,1.0,21.0,3.10691973,101.6402587,2.0,2537,326,1303,125,6,4,1,0,46200.0,208,26,130,40,40,43,65,7,155,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,7,10,19,26
0,0,1,52.0,0,2,0,8,0,7,1,8,1,0,3,7,0,38.0,4.0,18.0,3.075505338,101.5843097,2.0,1711,326,1001,58,6,8,1,0,47500.0,208,26,130,47,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,17,19,39,31
2,1,0,21.0,0,4,1,5,1,7,1,2,0,0,5,10,0,49.0,3.0,14.0,3.135016035,101.5965021,3.0,3226,326,1356,125,6,4,1,0,47410.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,31,6,34,32
3,0,1,30.0,0,1,0,7,2,6,1,1,1,1,6,8,0,19.0,5.0,10.0,3.089774794,101.582552,3.0,2093,36,882,125,6,7,1,0,40250.0,208,26,130,26,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,20,21,18,53
1,1,0,58.0,2,2,0,5,0,3,1,1,0,1,3,8,2,24.0,4.0,15.0,3.114321482,101.6362052,1.0,2716,326,86,72,6,4,1,0,46200.0,208,26,130,40,40,43,65,7,165,20,37,97,2,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,7,7,9,59
3,1,0,18.0,0,0,0,0,1,6,1,6,1,1,4,8,0,50.0,4.0,7.0,3.157269794,101.6377535,1.0,3597,326,30,125,6,0,2,1,60000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,15,21,33,16
3,1,2,60.0,2,4,1,2,2,1,1,5,1,0,3,10,2,36.0,1.0,8.0,3.16806338,101.5615536,1.0,3719,326,1674,125,6,7,1,0,47810.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,27,22,47,57
3,0,0,28.0,0,0,1,10,1,6,0,9,0,0,5,9,2,29.0,2.0,13.0,3.181041009,101.6002515,2.0,3875,326,1543,125,6,4,1,0,47930.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,5,5,51,5
0,1,1,31.0,2,1,1,8,1,4,0,5,1,0,4,10,2,20.0,5.0,21.0,3.074980896,101.6562366,3.0,1699,326,217,125,6,0,2,1,58200.0,94,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2016,1,6,6,42,46
2,0,2,47.0,2,2,0,10,2,11,0,2,0,1,3,9,0,44.0,3.0,15.0,3.159938162,101.6520859,3.0,3633,326,1121,20,6,0,2,1,50490.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,19,18,41,26
3,0,0,26.0,2,0,0,3,2,11,1,9,1,0,5,9,0,41.0,4.0,18.0,3.119350507,101.6333424,2.0,2829,326,103,76,6,4,1,0,46400.0,208,26,130,75,40,43,65,7,165,20,37,85,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,21,2,59,14
1,1,1,59.0,2,4,1,7,1,5,0,6,1,0,3,9,0,40.0,0.0,9.0,3.118854674,101.611889,2.0,2812,326,1674,65,6,4,1,0,57300.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,7,17,53,21
2,1,0,42.0,0,0,0,0,2,0,1,0,0,1,5,9,2,48.0,1.0,20.0,3.1769133,101.6323758,3.0,3832,326,1674,125,6,0,2,1,52200.0,208,26,15,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,5,16,41,51
2,0,2,20.0,0,1,0,10,0,8,0,0,0,0,5,10,0,35.0,4.0,7.0,3.125212863,101.5967778,3.0,2972,326,285,125,6,4,1,0,47410.0,208,26,98,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,18,13,41,23
1,1,2,25.0,2,1,0,2,1,11,0,8,0,1,6,9,0,49.0,5.0,12.0,3.071130208,101.5682472,2.0,1602,326,433,125,6,8,1,0,47620.0,208,26,130,14,40,43,65,7,21,13,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,1,11,36,11
0,1,2,34.0,2,2,0,0,0,11,0,1,1,0,6,9,2,16.0,5.0,13.0,3.089317468,101.627684,2.0,2078,326,1674,125,6,4,1,0,46100.0,208,26,130,61,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,19,14,29,44
2,1,1,22.0,0,0,1,7,2,6,0,1,1,0,3,10,2,56.0,3.0,18.0,3.074788796,101.5698675,2.0,1696,326,1674,125,6,8,1,0,47500.0,208,26,130,14,40,43,65,7,165,13,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,27,8,43,39
2,0,2,22.0,2,2,1,3,2,6,0,1,1,0,3,9,0,43.0,4.0,7.0,3.059496595,101.6434883,2.0,1398,326,935,125,6,8,1,0,47180.0,138,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2015,12,10,21,22,29
2,1,2,26.0,0,0,0,1,2,4,1,1,0,0,5,8,0,47.0,2.0,11.0,3.081459216,101.5770143,2.0,1872,326,1498,125,6,7,1,0,40250.0,208,26,130,26,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,20,18,6,39
3,1,2,46.0,0,4,0,11,2,0,0,11,0,1,4,10,0,39.0,3.0,13.0,3.101571592,101.6211624,3.0,2411,326,986,51,6,4,1,0,47300.0,208,26,130,75,40,43,65,7,165,20,37,13,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,18,15,29,33
2,0,1,45.0,0,4,1,3,0,3,1,6,0,0,3,7,2,58.0,5.0,9.0,3.127830915,101.6514612,3.0,3027,317,1407,71,6,0,1,0,50603.0,208,26,130,40,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,13,17,11,9
0,1,0,31.0,0,4,1,5,2,10,1,12,1,1,6,9,0,51.0,5.0,19.0,3.140693077,101.6142086,3.0,3348,198,287,125,6,4,1,0,47400.0,8,26,130,12,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,9,5,9,0
1,1,1,44.0,2,1,1,0,1,1,1,11,1,1,6,10,0,21.0,2.0,17.0,3.144674327,101.6246888,2.0,3412,326,1655,125,6,0,2,1,60000.0,208,26,130,69,40,43,65,7,165,20,37,59,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,6,21,29,29
0,0,1,36.0,0,0,1,7,1,10,0,6,0,1,6,7,2,36.0,0.0,12.0,3.152183697,101.6152854,2.0,3523,326,1363,125,6,4,1,0,47800.0,208,26,130,38,40,43,65,7,0,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,6,15,24,47
3,0,1,47.0,0,1,1,4,0,10,0,6,0,1,5,8,0,18.0,4.0,8.0,3.157533836,101.6490304,3.0,3601,156,1120,20,6,0,2,1,50490.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,31,13,31,16
3,1,1,51.0,0,1,0,5,0,8,0,5,0,0,4,9,0,34.0,1.0,14.0,3.142642269,101.5931611,1.0,3386,326,1674,125,6,4,1,0,47410.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,20,3,23,35
0,1,2,21.0,2,1,0,3,0,0,1,1,0,0,6,7,0,13.0,3.0,9.0,3.086671738,101.6219554,1.0,1991,330,1054,125,6,4,1,0,47300.0,208,26,84,61,40,43,65,7,165,20,37,59,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,8,12,59,55
1,0,0,39.0,0,0,0,10,1,8,1,9,0,0,6,10,0,50.0,3.0,19.0,3.133900934,101.5587901,1.0,3192,326,641,125,6,7,1,0,40150.0,208,26,130,75,40,43,48,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,14,3,15,8
3,0,0,54.0,2,4,0,0,0,8,1,12,1,0,6,7,2,54.0,2.0,16.0,3.149446449,101.5791797,2.0,3481,307,1217,125,6,4,1,0,47810.0,208,26,130,32,40,43,65,7,165,20,37,5,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,5,22,53,1
2,0,1,30.0,2,2,1,4,1,1,0,9,1,0,3,8,0,35.0,0.0,15.0,3.056369866,101.5721064,1.0,1355,326,33,125,6,8,1,0,47610.0,208,26,130,72,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,15,12,40,31
3,0,1,28.0,0,0,1,5,1,8,0,9,0,0,5,7,0,16.0,1.0,15.0,3.137307791,101.6102003,1.0,3281,326,1674,125,6,4,1,0,47400.0,208,26,38,25,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,30,3,51,28
3,1,2,60.0,2,2,1,4,2,0,0,2,1,1,5,10,0,56.0,0.0,13.0,3.162861731,101.567271,3.0,3660,326,1184,125,6,4,1,0,47810.0,208,26,130,75,40,43,65,7,165,11,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,21,1,7,3
2,1,2,47.0,0,2,0,6,2,1,0,8,1,1,5,7,2,19.0,3.0,17.0,3.160520622,101.6233698,3.0,3637,326,1375,125,6,0,2,1,47820.0,57,18,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,30,17,16,3
3,0,0,44.0,0,0,1,2,0,10,0,3,1,1,5,9,0,44.0,1.0,12.0,3.077930268,101.6322263,1.0,1773,326,1674,24,6,4,1,0,46050.0,208,26,130,45,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,20,13,44,43
1,1,1,24.0,0,2,1,6,2,6,0,3,0,1,5,10,2,21.0,4.0,18.0,3.148670236,101.5674512,2.0,3466,326,25,125,6,4,1,0,47820.0,208,26,93,32,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,6,15,15,47
2,0,1,56.0,0,1,1,2,1,1,1,11,0,1,3,10,0,55.0,0.0,12.0,3.084853338,101.6221284,1.0,1951,326,1498,125,6,4,1,0,46150.0,208,26,130,61,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,4,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,30,23,11,49
0,0,0,54.0,0,2,0,7,2,3,0,0,0,0,4,7,2,58.0,1.0,12.0,3.100190236,101.6351451,2.0,2368,326,1370,125,6,4,1,0,46000.0,208,26,130,40,40,43,65,7,98,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,28,13,28,59
0,1,1,42.0,0,2,0,10,0,8,1,5,0,1,4,10,2,11.0,0.0,14.0,3.121082538,101.6445953,3.0,2867,326,417,125,6,0,1,0,50603.0,208,26,130,75,40,20,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,4,6,48,13
2,1,2,60.0,2,2,1,6,0,10,0,1,1,0,3,9,2,17.0,0.0,12.0,3.06396735,101.6319009,1.0,1448,326,296,125,6,8,1,0,47170.0,208,26,130,8,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,3,1,1,6
1,1,1,26.0,0,2,0,10,2,10,0,11,0,1,5,8,2,11.0,4.0,20.0,3.111487225,101.609823,1.0,2645,326,1015,61,6,4,1,0,47300.0,208,26,130,31,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,21,8,11,14
0,0,1,40.0,0,1,0,8,1,4,0,9,0,1,5,7,2,26.0,5.0,11.0,3.08721832,101.58404,2.0,2015,326,885,125,6,7,1,0,40250.0,208,26,130,26,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,28,7,5,19
2,1,1,41.0,0,0,1,4,1,7,1,7,1,0,6,7,0,48.0,3.0,16.0,3.074553786,101.5947808,2.0,1678,326,990,53,6,8,1,0,47500.0,208,26,130,47,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,26,0,52,35
3,0,1,35.0,0,0,0,5,0,8,1,2,0,1,6,10,0,38.0,2.0,19.0,3.081163307,101.5758687,1.0,1865,326,1498,125,6,7,1,0,40250.0,208,26,130,26,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,22,19,51,38
2,0,1,34.0,2,0,1,3,2,8,0,1,0,1,3,9,0,17.0,4.0,17.0,3.178296771,101.6024096,3.0,3852,326,1674,125,6,4,1,0,46800.0,82,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,9,19,51,49
